"Reactome Pathway Term","Adjusted P-Value (limma)","Size (limma)","Leading Edge (limma)","Adjusted P-Value (DESeq2)","Size (DESeq2)","Leading Edge (DESeq2)"
"Synthesis of DNA","4.548e-03","108","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Fzr1, Gins4, Gmnn, Mcm6, Pole4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rfc1, Ubc, Ube2c, Ube2d1, Ube2s","8.114e-05","108","Anapc1, Anapc16, Ccna2, Cdc26, Cdc27, Cdk2, Fzr1, Gins4, Mcm6, Pold4, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rfc1, Ubc, Ube2c, Ube2d1, Ube2s"
"Ribosomal scanning and start codon recognition","5.284e-04","24","Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif5","3.224e-03","24","Eif1ax, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif3m, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif4h, Eif5"
"Gap junction trafficking and regulation","9.094e-04","28","Actg1, Ap2m1, Cltb, Cltc, Gja1, Gjb1, Gjb4, Tuba1a, Tuba1c, Tubb2a, Tubb2b, Tubb4b, Tubb6","1.290e-03","32","Actg1, Ap2m1, Cltb, Gja1, Gjb1, Gjb4, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"G1/S Transition","7.024e-03","98","Ccna2, Cdk2, Cdk4, Cdk7, Cdkn1a, Cdkn1b, Gmnn, Mcm6, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc","5.683e-05","98","Akt1, Akt3, Ccna2, Cdk2, Cdk7, Cdkn1b, Cks1b, Mcm6, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Wee1"
"Signaling by Hedgehog","4.602e-03","116","Derl2, Grk2, P4hb, Prkaca, Prkar1a, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmc2, Psmc3, Psmc4, Psmc5, Psmd13, Psmd3, Psmd6, Psme3, Ptch1, Sel1l, Tuba1a, Tuba1c, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Vcp","1.100e-04","121","Derl2, P4hb, Prkaca, Prkar1a, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ptch1, Sel1l, Smurf1, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Vcp"
"Apoptosis","5.267e-03","85","Acin1, Bak1, Bax, Bcap31, Casp7, Ctnnb1, Dsg2, Dsp, Fnta, Gsn, Lmna, Lmnb1, Pkp1, Plec, Rock1, Sfn, Vim, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq","1.098e-04","89","Bak1, Bax, Casp7, Ctnnb1, Dsg2, Dsp, Fnta, Gsn, H1f0, Lmna, Lmnb1, Pkp1, Plec, Rock1, Sfn, Tradd, Vim, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Cellular Senescence","4.944e-04","76","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Cdk4, Cdk6, Cdkn1a, Cdkn1b, Cdkn2b, Cebpb, Ehmt2, Ep400, Erf, Ets1, Ets2, Fos, Fzr1, H1f0, Jun, Kat5, Kdm6b, Lmnb1, Mapkapk2, Rbbp4, Rbbp7, Txn1, Ubc, Ube2c, Ube2d1, Ubn1","5.241e-03","77","Anapc1, Anapc11, Anapc16, Anapc5, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Cdkn1a, Cdkn1b, Cdkn2b, Cebpb, Ehmt2, Ep400, Erf, Ets1, Ets2, Fos, Fzr1, H1f0, Jun, Kat5, Kdm6b, Lmnb1, Map2k3, Map2k4, Mapk3, Mapkapk2, Rbbp4, Rbbp7, Trp53, Txn1, Ubc, Ube2c, Ube2d1, Ube2s, Ubn1"
"L13a-mediated translational silencing of Ceruloplasmin expression","6.763e-04","24","Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4g1, Pabpc1","3.633e-03","24","Eif1ax, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif3m, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif4h, Pabpc1"
"Translation initiation complex formation","6.763e-04","24","Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4g1, Pabpc1","3.633e-03","24","Eif1ax, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif3m, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif4h, Pabpc1"
"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","1.388e-03","43","Capzb, Dctn3, Dnaja2, Dync1li1, Dync1li2, Dynll2, Fkbp4, Hsp90aa1, Hsp90ab1, Hspa1a, Hspa1b, Hspa8, Ptges3, Stip1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6","1.347e-03","44","Actr10, Capzb, Dctn3, Dctn6, Dnaja2, Dnajb1, Dync1li2, Dynll2, Fkbp4, Hsp90ab1, Hspa1a, Hspa1b, Hspa8, Ptges3, Stip1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6"
"COPI-dependent Golgi-to-ER retrograde traffic","1.388e-03","81","Arcn1, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, Copa, Copb1, Copb2, Cope, Kdelr2, Kif13b, Kif18b, Kif20a, Kif2c, Napa, Rab1a, Rab1b, Racgap1, Tmed2, Tmed7, Tmed9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Use1","1.459e-03","83","Arcn1, Arf1, Arf5, Arfgap2, Arfgap3, Copa, Cope, Copz1, Kdelr1, Kdelr2, Kif13b, Kif18b, Kif1c, Kif20a, Kif21a, Kif22, Kif2c, Klc3, Rab1a, Rab1b, Racgap1, Tmed2, Tmed7, Tmed9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Use1"
"Intra-Golgi and retrograde Golgi-to-ER traffic","2.978e-03","163","Arcn1, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, Arfip2, Bet1l, Capzb, Cog8, Copa, Copb1, Copb2, Cope, Cyth3, Dctn3, Dctn6, Dync1li1, Dync1li2, Dynll2, Galnt2, Kdelr2, Kif13b, Kif18b, Kif20a, Kif2c, M6pr, Napa, Pafah1b1, Pafah1b2, Pafah1b3, Rab18, Rab1a, Rab1b, Rab6a, Rab9, Racgap1, Rgp1, Stx6, Sys1, Tgoln1, Tmed2, Tmed7, Tmed9, Tmf1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Use1, Usp6nl, Ykt6","5.801e-04","166","Actr10, Arcn1, Arf1, Arf5, Arfgap2, Arfgap3, Arfip2, Bet1l, Capzb, Cog8, Copa, Cope, Copz1, Cyth3, Dctn3, Dctn6, Dync1li2, Dynll2, Galnt2, Igf2r, Kdelr1, Kdelr2, Kif13b, Kif18b, Kif1c, Kif20a, Kif21a, Kif22, Kif2c, Klc3, M6pr, Pafah1b1, Pafah1b2, Pafah1b3, Pla2g4a, Rab18, Rab1a, Rab1b, Rab6a, Rab9, Racgap1, Rgp1, Stx6, Sys1, Tgoln1, Tmed2, Tmed7, Tmed9, Tmf1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Use1, Ykt6"
"Apoptotic cleavage of cellular proteins","3.569e-03","33","Acin1, Bcap31, Casp7, Ctnnb1, Dsg2, Dsp, Fnta, Gsn, Lmna, Lmnb1, Pkp1, Plec, Rock1, Vim","5.256e-04","34","Casp7, Ctnnb1, Dsg2, Dsp, Fnta, Gsn, Lmna, Lmnb1, Pkp1, Plec, Rock1, Vim"
"ABC-family proteins mediated transport","2.645e-03","83","Abca7, Abcb6, Abcc3, Abcd3, Abcf1, Cftr, Derl2, Eif2s1, Erlin2, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rnf5, Sel1l, Ubc, Vcp","1.089e-03","89","Abcb6, Abcc3, Derl2, Erlin2, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Rnf5, Sel1l, Ubc, Vcp"
"GTP hydrolysis and joining of the 60S ribosomal subunit","7.575e-04","25","Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif5","4.658e-03","25","Eif1ax, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif3m, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif4h, Eif5"
"S Phase","7.855e-03","135","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Cdk4, Cdk7, Cdkn1a, Cdkn1b, Cks1b, Fzr1, Gins4, Gmnn, Mcm6, Pola1, Pole4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rfc1, Smc3, Stag2, Ubc, Ube2c, Ube2d1, Ube2s, Wapl, Wee1","1.227e-04","135","Akt1, Akt3, Anapc1, Anapc11, Anapc16, Anapc4, Anapc5, Anapc7, Ccna2, Cdc26, Cdc27, Cdca5, Cdk2, Cdk4, Cdk7, Cdkn1a, Cdkn1b, Cdt1, Cks1b, Esco1, Fzr1, Gins1, Gins2, Gins4, Gmnn, Mcm6, Pold4, Psma1, Psma3, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd2, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rad21, Rbx1, Rfc1, Smc3, Stag2, Ubc, Ube2c, Ube2d1, Ube2s, Wapl, Wee1"
"Factors involved in megakaryocyte development and platelet production","1.600e-03","94","Ak3, Capzb, Dock11, Dock5, Ehd1, Gata5, H3f3a, H3f3b, Itpk1, Jmjd1c, Kif13b, Kif20a, Kif2c, Maff, Mafk, Mfn2, Prkaca, Prkar1a, Rab5a, Rac1, Racgap1, Tuba1a, Tuba1c, Tubb2a, Tubb2b, Tubb4b, Tubb6","2.280e-03","98","Ak3, Capzb, Dock11, Dock5, Ehd1, Gata3, Gata5, Gata6, H3f3a, H3f3b, Itpk1, Jmjd1c, Kif13b, Kif18b, Kif1c, Kif20a, Kif21a, Kif22, Kif2c, Klc3, Maff, Mafk, Mfn2, Prkaca, Prkar1a, Rab5a, Rac1, Racgap1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Zfpm1"
"O-glycosylation of TSR domain-containing proteins","1.071e-03","21","Adamts10, Adamts15, Adamts17, Adamts19, Adamts2, Adamts4, Adamts5, Adamtsl1, Spon1, Thsd1, Thsd7a","4.462e-03","28","Adamts15, Adamts16, Adamts17, Adamts19, Adamts2, Adamts3, Adamts4, Adamts5, Adamtsl1, Adamtsl2, Adamtsl3, Spon1, Thsd1, Thsd7a"
"Mitotic G1 phase and G1/S transition","7.024e-03","122","Abl1, Ccna2, Ccnd2, Ccnd3, Cdk2, Cdk4, Cdk6, Cdk7, Cdkn1a, Cdkn1b, Cdkn2b, Gmnn, Lin54, Mcm6, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rbbp4, Tfdp1, Ubc","2.859e-04","122","Abl1, Akt1, Akt3, Ccna2, Ccnd3, Cdk2, Cdk7, Cdkn1b, Cks1b, Lin54, Mcm6, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rbbp4, Src, Ubc, Wee1"
"RHOBTB GTPase Cycle","3.795e-04","30","Actn1, Cct2, Cct6a, Cct7, Cdc37, Ddx39b, Hsp90aa1, Hsp90ab1, Rbbp6, Rock1, Rock2, Spen, Tmod3, Tra2b, Twf1, Txnl1, Vim","1.600e-02","30","Actn1, Cct2, Cct6a, Cct7, Hsp90ab1, Rock1, Tmod3, Twf1, Txnl1, Vim"
"Cellular response to heat stress","3.569e-03","73","Aaas, Akt1s1, Bag3, Dnajb6, Eef1a1, Fkbp4, Hikeshi, Hsbp1, Hsf1, Hsp90aa1, Hsp90ab1, Hspa1a, Hspa1b, Hspa5, Hspa8, Hspa9, Hsph1, Mapkapk2, Mtor, Nup107, Nup62, Nup93, Pom121, Ptges3, St13, Vcp, Ywhae","2.121e-03","76","Aaas, Akt1s1, Bag3, Dnajb1, Dnajb6, Eef1a1, Fkbp4, Hdac6, Hikeshi, Hsbp1, Hsf1, Hsp90ab1, Hspa1a, Hspa1b, Hspa5, Hspa8, Hspa9, Hsph1, Mapk3, Mapkapk2, Mtor, Ndc1, Nup107, Nup54, Nup62, Nup93, Nupl2, Pom121, Ptges3, St13, Vcp, Ywhae"
"RHOG GTPase cycle","9.649e-04","65","Arfgap3, Arhgdia, Arhgef5, Cav1, Cdc42ep1, Cyfip1, Dock5, Dsg2, Itgb1, Lbr, Letm1, Lman1, Map3k11, Pak2, Pgrmc2, Plekhg3, Prex1, Rab7, Rhog, Shmt2, Trio, Vangl1, Ykt6","7.418e-03","65","Arfgap3, Arhgdia, Arhgef5, Cav1, Cdc42ep1, Cyfip1, Dock5, Dsg2, Itgb1, Letm1, Map3k11, Pak2, Pgrmc2, Plekhg3, Prex1, Rab7, Vangl1, Ykt6"
"Neddylation","2.929e-02","195","Ankrd9, Asb6, Cand1, Ccdc22, Commd1, Commd2, Commd4, Cops6, Cops7a, Cops8, Cul2, Cul5, Dcaf11, Dcaf13, Dcaf7, Elob, Fbxl12, Fbxl14, Fbxo9, Fem1b, Klhl21, Lmo7, Mul1, Nedd8, Nfe2l2, Nploc4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rbbp7, Socs3, Socs6, Spsb3, Tulp4, Ubc, Ubd, Ube2d1, Ube2d2a, Ube2f, Ube2m, Ufd1, Vcp, Wdtc1","6.554e-05","198","Ankrd9, Asb6, Cand1, Ccdc22, Commd1, Commd2, Cops2, Cops6, Cops7a, Cops8, Cul2, Cul5, Dcaf13, Dcaf7, Dcun1d1, Elob, Fem1b, Hif1a, Klhl21, Lmo7, Nedd8, Nfe2l2, Nploc4, Nub1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rbbp7, Socs3, Socs6, Spsb1, Spsb3, Ubc, Ubd, Ube2d1, Ube2d2a, Ube2m, Vcp, Wdtc1, Wsb2"
"Signaling by the B Cell Receptor (BCR)","4.272e-03","89","Calm1, Calm2, Calm3, Grb2, Hras, Itpr3, Nfkb1, Nfkbib, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Ubc","1.933e-03","91","Calm1, Calm2, Calm3, Grb2, Hras, Kras, Nfkb1, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Rela, Ubc"
"Synthesis of active ubiquitin: roles of E1 and E2 enzymes","2.603e-03","27","Cdc34, Uba1, Uba6, Ubc, Ube2a, Ube2b, Ube2c, Ube2d1, Ube2d2a, Ube2k, Ube2l3, Ube2q2, Ube2r2, Ube2s, Ube2z, Usp5, Usp7","4.110e-03","27","Cdc34, Uba1, Ubc, Ube2a, Ube2b, Ube2c, Ube2d1, Ube2d2a, Ube2k, Ube2q2, Ube2r2, Ube2s, Ube2z"
"Apoptotic execution phase","7.270e-03","40","Acin1, Bcap31, Casp7, Ctnnb1, Dsg2, Dsp, Fnta, Gsn, Kpnb1, Lmna, Lmnb1, Pkp1, Plec, Rock1, Vim","4.172e-04","41","Casp7, Ctnnb1, Dsg2, Dsp, Fnta, Gsn, H1f0, Lmna, Lmnb1, Pkp1, Plec, Rock1, Vim"
"DNA Replication","8.675e-03","115","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Fzr1, Gins4, Gmnn, Kpnb1, Mcm6, Pole4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rfc1, Ubc, Ube2c, Ube2d1, Ube2s","3.311e-04","115","Anapc1, Anapc11, Anapc16, Anapc4, Anapc5, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Cdt1, Fzr1, Gins1, Gins2, Gins4, Gmnn, Kpna1, Kpna6, Kpnb1, Mcm6, Pold4, Psma1, Psma3, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd2, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbx1, Rfc1, Ubc, Ube2c, Ube2d1, Ube2s"
"GPCR ligand binding","4.629e-03","125","C3ar1, Ccl12, Ccl5, Chrm2, Chrm3, Cmklr1, Cxcl1, Cxcl10, Cxcl2, Cxcr2, Edn1, Ffar2, Galr3, Glp1r, Gng8, Gngt2, Gnrh1, Gper1, Gpr132, Gpr183, Gpr4, Gpr68, Hcar2, Htr6, Kiss1r, Npy4r, Oprd1, P2ry1, Plppr3, Ptafr, Ptger1, Pth2r, S1pr1, S1pr2, S1pr4, Sct, Taar1","1.859e-03","185","Ackr4, Adrb1, Adrb3, Bdkrb1, C3ar1, C5ar2, Cck, Cckar, Ccl12, Ccl28, Ccl3, Ccl4, Ccl5, Ccl6, Ccl7, Ccr3, Cd55, Chrm2, Chrm3, Cmklr1, Cnr1, Cort, Cxcl1, Cxcl10, Cxcl2, Cxcl5, Cxcr2, Cxcr3, Ece1, Edn1, Edn3, Ednra, Ffar2, Ffar3, Galr3, Gipr, Glp1r, Glp2r, Gng11, Gng4, Gng8, Gngt2, Gnrh1, Gper1, Gphb5, Gpr132, Gpr18, Gpr183, Gpr4, Gpr65, Gpr68, Grm8, Hcar1, Hcar2, Hcrtr1, Htr1d, Htr6, Htr7, Kiss1r, Lpar6, Nln, Nmb, Nms, Nmu, Nmur1, Nps, Npy1r, Npy4r, Opn1sw, Oprd1, Oxt, P2ry1, Plppr3, Pomc, Prok1, Ptafr, Ptger1, Ptgir, Pth1r, Pth2r, Ramp3, Rln3, Rrh, Rxfp4, S1pr1, S1pr2, S1pr4, S1pr5, Sct, Sstr3, Taar1, Tacr1, Tas1r3, Tas2r126, Tas2r135, Vipr1, Vipr2, Xcl1"
"COPI-independent Golgi-to-ER retrograde traffic","4.090e-03","42","Capzb, Dctn3, Dctn6, Dync1li1, Dync1li2, Dynll2, Galnt2, Pafah1b1, Pafah1b2, Pafah1b3, Pla2g4a, Rab18, Rab6a, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6","3.283e-03","43","Actr10, Capzb, Dctn3, Dctn6, Dync1li2, Dynll2, Galnt2, Pafah1b1, Pafah1b2, Pafah1b3, Pla2g4a, Rab18, Rab6a, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6"
"FOXO-mediated transcription","8.718e-04","20","Atxn3, Foxo3, Foxo4, Sfn, Smad3, Ywhab, Ywhag, Ywhaq, Ywhaz","1.115e-02","21","Akt3, Atxn3, Foxo3, Foxo4, Sfn, Smad3, Ywhab, Ywhag, Ywhaq, Ywhaz"
"Antiviral mechanism by IFN-stimulated genes","7.219e-03","29","Abce1, Eif4a1, Eif4a3, Eif4e, Eif4e2, Eif4g1, Eif4g3, Flnb, Irf3, Isg15, Mapk3, Oasl1, Plcg1, Ppm1b, Rnasel, Trim25, Ube2l6, Ube2n, Usp18","1.376e-03","30","Abce1, Eif2ak2, Eif4a1, Eif4a3, Eif4e2, Eif4g1, Flnb, Irf3, Isg15, Mapk3, Oasl1, Pde12, Ppm1b, Rnasel, Trim25, Ube2l6, Ube2n, Usp18"
"Cap-dependent Translation Initiation","2.918e-03","32","Eif2b4, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif5, Pabpc1","6.387e-03","32","Eif1ax, Eif2b4, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif3m, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif4h, Eif5, Pabpc1"
"Eukaryotic Translation Initiation","2.918e-03","32","Eif2b4, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif5, Pabpc1","6.387e-03","32","Eif1ax, Eif2b4, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif3m, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif4h, Eif5, Pabpc1"
"Sealing of the nuclear envelope (NE) by ESCRT-III","7.269e-03","22","Chmp2b, Chmp3, Chmp4b, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6","2.110e-03","23","Chmp2b, Chmp3, Chmp4b, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6"
"EGFR downregulation","6.946e-03","26","Areg, Arhgef7, Btc, Cbl, Egfr, Epn1, Ereg, Grb2, Hbegf, Spry2, Ubc","2.674e-03","27","Areg, Arhgef7, Btc, Cbl, Egfr, Epn1, Ereg, Grb2, Hbegf, Hgs, Ptpn12, Spry2, Tgfa, Ubc"
"APC-Cdc20 mediated degradation of Nek2A","4.390e-03","22","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Cdc20, Cdc26, Cdc27, Nek2, Ubc, Ube2c, Ube2d1, Ube2s","5.696e-03","22","Anapc1, Anapc11, Anapc16, Anapc4, Anapc5, Anapc7, Bub1b, Bub3, Cdc20, Cdc26, Cdc27, Mad2l1, Nek2, Ubc, Ube2c, Ube2d1, Ube2s"
"RHO GTPases Activate Formins","1.656e-02","120","Actg1, Cdc20, Cdca8, Cenpa, Clip1, Daam1, Dync1li1, Dync1li2, Dynll2, Fmnl2, Kif2c, Mad1l1, Mapre1, Mrtfa, Nde1, Nudc, Nup107, Pafah1b1, Pfn1, Plk1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Rac1, Rangap1, Rhoa, Rhob, Rhod, Spc24, Srf, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Xpo1","7.293e-04","122","Actg1, Aurkb, Bub1, Bub3, Cdc20, Cdca8, Cenpa, Cenpk, Cenpo, Cenpq, Ckap5, Clip1, Daam1, Dync1li2, Dynll2, Fmnl2, Fmnl3, Incenp, Kif2c, Mad1l1, Mad2l1, Mapre1, Mis12, Mrtfa, Nde1, Nudc, Nuf2, Nup107, Pafah1b1, Pfn1, Plk1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Rac1, Rangap1, Rhoa, Rhob, Rhod, Sgo2a, Spc24, Src, Srf, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Xpo1"
"Regulation of APC/C activators between G1/S and early anaphase","2.365e-03","29","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc20, Cdc26, Cdc27, Cdk2, Fzr1, Plk1, Ubc, Ube2c, Ube2d1, Ube2s","1.261e-02","29","Anapc1, Anapc11, Anapc16, Anapc5, Anapc7, Bub3, Ccna2, Cdc20, Cdc26, Cdc27, Cdk2, Fzr1, Mad2l1, Plk1, Ubc, Ube2c, Ube2d1, Ube2s"
